"Name","PCA_PC1","PCA_PC2","PCA_PC3","PTModel_a","PTModel_b","PTModel_c","Ro16_DTF","Ro17_DTF","Su16_DTF","Su17_DTF","Su18_DTF","Us18_DTF","In16_DTF","In17_DTF","Ba16_DTF","Ba17_DTF","Ne16_DTF","Ne17_DTF","Mo16_DTF","Mo17_DTF","Sp16_DTF","Sp17_DTF","It16_DTF","It17_DTF","Su17_Tf","Ba17_Tf","It17_Tf","Su17_Tb","Ba17_Tb","It17_Tb","Su17_Pf","Ba17_Pf","It17_Pf","Su17_Pc","Ba17_Pc","It17_Pc"
"CDC_Maxim_AGL",1.37911844557505,1.29452917370352,-0.10726643076872,-0.0178391620794389,0.000372200386744099,0.00197025305960811,48.6666666666667,47,50.6666666666667,54.3333333333333,47,60.3333333333333,63,75,84,89.3333333333333,120,125.666666666667,122.666666666667,117,117,125.333333333333,129.666666666667,138.666666666667,2911.53333333333,2811.2,2751.5,-37.2968773667503,-10.2998860634878,-9.24118052218339,549.066666666667,535.666666666667,502.4,6.08836309075064,4.95490345236856,6.9384578195372
"CDC_QG.1_AGL",4.61156358322413,2.27950497081611,-0.68937662874535,-0.0169362282288128,0.000407096290008721,0.00179165492889296,50.6666666666667,51.6666666666667,56,57.6666666666667,49.6666666666667,66,85,NA,82,89,117,126.666666666667,132.666666666667,126,124.333333333333,131.333333333333,147.333333333333,145,2620,2483.53333333333,2445.03333333333,-29.2545435039674,-6.80914087659796,-5.92892900885798,595.533333333333,572.433333333333,547.333333333333,5.88551752105043,4.5222093858385,6.90799862245938
"CDC_Red_Rider_AGL",3.61754267078808,2.28011933661156,0.357335062376846,-0.0164290584856289,0.000386581084973854,0.00179812882112576,51.6666666666667,49,56,57,49.6666666666667,62,NA,NA,83,84,131,123.5,130.333333333333,127,117,131,127.666666666667,141,2768.1,2467.8,2602.63333333333,-32.3885881155894,-8.66663858367788,-7.73636605301468,595.7,541.6,547.2,5.76139780967052,4.47145323918588,6.728856237534
"CDC_Redcoat_AGL",3.77514153685897,1.78150207247957,1.72570872320349,-0.0158726999998727,0.000281315026245441,0.00187489215175835,51,50,56,57.6666666666667,49,61,NA,NA,NA,98.6666666666667,124.5,126.666666666667,128,121.666666666667,117,124.666666666667,128,138.666666666667,3885.56666666667,3818.56666666667,3635.6,-50.8791294744025,-16.8889438039613,-15.5559953462969,582.366666666667,573.5,523.8,6.11024696917917,5.20998710309052,6.78544186874567
"CDC_Redwing_AGL",3.29601181925798,0.944234535692647,1.51799894274836,-0.0171415123174633,0.000284316106967889,0.00198365170215265,49.6666666666667,48.3333333333333,53.6666666666667,57.3333333333333,47.3333333333333,60.6666666666667,NA,NA,NA,98,125.333333333333,128.666666666667,126,118.666666666667,117.333333333333,126.666666666667,129.666666666667,138.666666666667,3934.4,3744.8,3566.2,-52.0381354576769,-16.4558260737028,-15.0604413919783,562.5,537.2,488.7,6.39111665838796,5.53113874998998,7.03610008968645
"CDC_Robin_AGL",2.30782501991394,0.701941736188663,-0.477143264913767,-0.0191697706327629,0.000397759215981779,0.00203245759280827,46.6666666666667,47,53,52,47,63.5,84,NA,79.6666666666667,84.3333333333333,120,124.666666666667,128,123.666666666667,117,131.333333333333,129.333333333333,144.333333333333,2611.36666666667,2424.03333333333,2584.2,-34.0728663646378,-8.0130459837644,-6.99109224333799,510.466666666667,483.1,494.633333333333,6.3592721381165,5.18505069097027,7.23993822347618
"CDC_Rosebud_AGL",0.665957826202284,3.12549623475643,-1.34272492233471,-0.016804950545586,0.00059592786675994,0.00164128680508319,50,47.3333333333333,54,54.6666666666667,47,63.5,56,60,75.6666666666667,76.6666666666667,106.333333333333,121.333333333333,126,117,116.333333333333,126.666666666667,125.333333333333,136.666666666667,1750.86666666667,1704.23333333333,1637.5,-16.1425023947211,-2.09623409141951,-1.54540004030965,638.8,654.7,595.9,4.53844082239934,2.35992626328278,6.17232674173677
"CDC_Rosetown_AGL",4.38265862913757,3.49859705709377,0.995767975433774,-0.0148253424009812,0.000334793059682081,0.0017085779394461,52.6666666666667,51,57.6666666666667,57.6666666666667,52.6666666666667,68.5,NA,NA,96.5,87.6666666666667,118.666666666667,123.666666666667,128,123.666666666667,118.666666666667,128.666666666667,129.333333333333,138.666666666667,3124.7,2883.4,2974.6,-37.8823934885166,-11.8551290659815,-10.8344520298036,612.266666666667,571.633333333333,566.3,5.60061741583454,4.42492720486079,6.48238507406486
"CDC_Rosie_AGL",3.52849023924396,3.67895312692245,0.505575228054782,-0.0146750282064116,0.000352470560585572,0.00169075691987598,52.3333333333333,51,57.3333333333333,59,50,68,77,75,89,86,124.5,123.333333333333,128,118,118.666666666667,124,128,138.5,3064.03333333333,2755.03333333333,2881.8,-35.5949109132641,-11.1308527603164,-10.171477930789,638.333333333333,583.233333333333,585.5,5.40659647626262,4.15578192175614,6.34470739214249
"CDC_Rouleau_AGL",3.14386321215368,1.82989576578895,0.280434552865393,-0.0170449261344545,0.000334689508490782,0.00190856423885645,50.6666666666667,48.6666666666667,55,55.3333333333333,48.6666666666667,62,83,76.5,90.3333333333333,88.3333333333333,128.333333333333,123.666666666667,127.666666666667,117,117,131.333333333333,133.666666666667,142,3167.56666666667,2904.96666666667,3048.4,-40.8825426671873,-11.7998335555093,-10.6593351589729,554.433333333333,513.833333333333,519.633333333333,6.17757611250937,5.1254045323964,6.96670479759409
"CDC_Royale_AGL",2.08669004779714,2.19942647502194,-0.202095699566979,-0.0166472480369164,0.000427069056254193,0.00179194421172591,49,48.6666666666667,54,56.3333333333333,48.5,61.6666666666667,NA,75.3333333333333,79.6666666666667,82.6666666666667,110.666666666667,123.333333333333,127.666666666667,120,116.666666666667,124.333333333333,125.333333333333,141,2516.66666666667,2296.33333333333,2403.26666666667,-28.573959159915,-7.17480755675453,-6.33562514094432,600.833333333333,561.866666666667,562.566666666667,5.54831104041441,4.11834780787763,6.620783464817
