"Name","PCA_PC1","PCA_PC2","PCA_PC3","PTModel_a","PTModel_b","PTModel_c","Ro16_DTF","Ro17_DTF","Su16_DTF","Su17_DTF","Su18_DTF","Us18_DTF","In16_DTF","In17_DTF","Ba16_DTF","Ba17_DTF","Ne16_DTF","Ne17_DTF","Mo16_DTF","Mo17_DTF","Sp16_DTF","Sp17_DTF","It16_DTF","It17_DTF","Su17_Tf","Ba17_Tf","It17_Tf","Su17_Tb","Ba17_Tb","It17_Tb","Su17_Pf","Ba17_Pf","It17_Pf","Su17_Pc","Ba17_Pc","It17_Pc"
"CDC_Ruby_AGL",-0.576953009702529,2.99953920903595,-1.28989703997231,-0.0165716251177076,0.000619346711971303,0.00162896066828033,49.6666666666667,46,51,52.6666666666667,47,63.3333333333333,55.6666666666667,64,65.6666666666667,75.3333333333333,103.333333333333,114,120.666666666667,117,111,122.333333333333,123,133,1653.76666666667,1678.46666666667,1587.73333333333,-15.588428024226,-2.17477901689166,-1.64875356562364,632.9,676.166666666667,605.566666666667,4.20383491946884,1.92257648015315,5.9147787489556
"CDC_SB.1_AGL",-0.662830509181428,-0.699607259310607,-1.68083591307071,-0.0226834499606913,0.000495237115560387,0.00226622018039968,44,42.6666666666667,47,47.3333333333333,43,58.5,61,68,77.3333333333333,80.6666666666667,115.666666666667,121.666666666667,126,119,115.333333333333,129,129.333333333333,139.666666666667,2089.06666666667,2013.63333333333,1986.93333333333,-27.8708814627617,-4.53312555373577,-3.61791943965632,452.466666666667,453.4,420.8,6.57845489830734,5.26727484657986,7.56183993710295
"CDC_Sedley_AGL",1.37734010327698,2.40747465364002,0.122950994822824,-0.0164369333669059,0.000432090013778777,0.00178387280915519,50,49.3333333333333,54.3333333333333,54.6666666666667,47,60.5,68.5,72,85,80.3333333333333,118.666666666667,121.666666666667,119,118,114,123,128,137.666666666667,2434.73333333333,2233.93333333333,2353.3,-28.4279165655089,-7.37269418920707,-6.54699919405799,590.233333333333,557.8,557.233333333333,5.411327590755,3.95800644063306,6.50131845334644
"CDC_Vantage_AGL",0.0860563522244836,2.36715394531684,-1.06100702974609,-0.0175361431646427,0.000524694850369989,0.00179029776647312,47.6666666666667,47.6666666666667,51.6666666666667,53.6666666666667,46.6666666666667,61.6666666666667,59,64,73,78.3333333333333,106.666666666667,122.333333333333,127.666666666667,118.5,110.666666666667,122,124.666666666667,134.666666666667,2009.96666666667,1909.4,1857.06666666667,-21.5127914207945,-4.11121295556935,-3.42879811379582,591.033333333333,584.4,535.8,5.19379188644789,3.43533071804583,6.51263776274944
"CN_105604_AGL",-3.4511753976212,0.268268821191893,0.488226577929923,-0.0188530590993635,0.000428111779003268,0.00210200387022675,44,44.3333333333333,47.6666666666667,45.6666666666667,43,53,63,72.5,79.3333333333333,72.6666666666667,99.6666666666667,110.333333333333,108,94.3333333333333,107.333333333333,110,120.666666666667,126.666666666667,2349.13333333333,2186.16666666667,2419.73333333333,-35.0123587960722,-9.9716561947205,-8.98966785741259,473.533333333333,457.7,462.5,5.77149468697387,4.5494842471251,6.68800251686044
"CN_105605_AGL",-1.64063132397371,-1.65416936998732,-2.17847247586378,-0.0241837410412167,0.000566577746760854,0.00234348477402448,43.3333333333333,40.6666666666667,45.3333333333333,44,42,53,63.6666666666667,63.6666666666667,75.6666666666667,82,106.333333333333,117,126.333333333333,117.333333333333,118.666666666667,125.666666666667,131,142,1765.76666666667,1910.66666666667,1805.4,-23.9090996743563,-2.81442658517551,-1.98718450324686,421.8,477.7,427.166666666667,6.52381896675023,5.07321578031382,7.61177135657754
"CN_105715_AGL",-2.00077103382722,-2.40948052131959,-1.04607673791546,-0.0251028541684223,0.000477412577712177,0.00252849609044348,43,38.3333333333333,43.6666666666667,44,42.3333333333333,51,73,69,82,80,115.5,119.666666666667,121.333333333333,115.666666666667,112.666666666667,119.666666666667,131,138.666666666667,2161.53333333333,2084.7,2104.3,-32.6885666952961,-5.67769462515114,-4.61844474004741,402.033333333333,403.6,379.9,6.96361634288819,5.8307391843672,7.81327421177894
"CN_105732_AGL",0.483345828886772,1.38199095202564,-1.44567427726104,-0.0191076669475507,0.000558988289902811,0.00187197313864892,48.3333333333333,47.3333333333333,51,52.3333333333333,45.6666666666667,57,83,60.3333333333333,73,78.6666666666667,107.666666666667,118.333333333333,128.333333333333,120.666666666667,115.666666666667,120.666666666667,134,138.666666666667,1864.16666666667,1806.06666666667,1735.7,-19.7340459253893,-2.65486344596851,-1.98509158403044,558.666666666667,563.9,513,5.51907000307348,3.72741516029217,6.86281113515946
"CN_105767_AGL",-3.46763434276913,-0.86911551998484,-1.59983023769137,-0.0232851407432815,0.000586641111655561,0.00228177792881719,43,39,45.6666666666667,44.3333333333333,41.6666666666667,53.5,54.5,65,72.6666666666667,71.6666666666667,102.333333333333,107,119,105.666666666667,111,115,125.333333333333,138.666666666667,1734.76666666667,1654.73333333333,1781.9,-22.9296645656384,-3.09289007820662,-2.3149773532093,441.233333333333,445.4,448.3,6.16838085447922,4.62579135640393,7.32532297803568
"CN_105777_AGL",-6.63930957193973,0.463511466989276,-0.584930300081796,-0.0203401749417175,0.000625955284960711,0.00207907317685527,43.3333333333333,38.6666666666667,44.3333333333333,42.3333333333333,41.6666666666667,52.6666666666667,61,62.6666666666667,57.6666666666667,61.6666666666667,82.3333333333333,97.3333333333333,101,86.6666666666667,97,99.3333333333333,116.333333333333,127.666666666667,1574.66666666667,1456.06666666667,1719.5,-20.9805772411949,-4.04123116214162,-3.37694308061013,468.766666666667,466.6,504.2,5.05642470157565,3.24997952611287,6.41125858317273
"CN_105789_AGL",-6.00992857015162,-0.342524703892595,1.03446996891347,-0.0199239525525083,0.000435887677817185,0.00225612071502782,44.3333333333333,38.6666666666667,43.6666666666667,44,40,51,55.6666666666667,71,75,69,101.666666666667,104.333333333333,101,91.3333333333333,97,97,113.666666666667,119,2383.26666666667,2158.9,2398.06666666667,-37.6234332697006,-11.2262299712222,-10.1910455281446,454.466666666667,427.033333333333,420.366666666667,5.79779083789725,4.63857712673249,6.66720112127083
"CN_105791_AGL",-7.96042897416311,1.91816650451287,-0.665079807663382,-0.0178325413808352,0.00082362032789461,0.00168679937263957,44.3333333333333,38.6666666666667,44.6666666666667,45,42.3333333333333,51.5,47,53,59.6666666666667,56.3333333333333,80,76.6666666666667,80,86,97,99.3333333333333,116,125.333333333333,1225.56666666667,1145.96666666667,1311.36666666667,-11.3218775725204,-0.876923132830311,-0.467317076371876,598.2,613.033333333333,655.466666666667,2.90591893286008,-0.023725248614013,5.10315206896564
"CN_105862_AGL",4.01959172294695,-0.0132193021780819,0.578575972293388,-0.0189392168173607,0.000312546588339948,0.00208850811088657,50,48.3333333333333,53,53,47,60.3333333333333,NA,NA,NA,98,129.666666666667,130.666666666667,130,122.666666666667,123.333333333333,128.666666666667,145,144.333333333333,3360.6,3393.5,3251.43333333333,-46.9874390436148,-12.9080673182825,-11.5716213682694,501.2,508.5,472.433333333333,6.71878423994573,5.82088036288411,7.39221214774194
"CN_105863_AGL",2.95722347506858,-0.738142650099407,1.34499420523941,-0.0193558288893879,0.000251636877108399,0.00221678084119723,49.6666666666667,46.3333333333333,51,52,44.6666666666667,58,NA,NA,NA,NA,137,129.333333333333,128.333333333333,120,117,126.666666666667,135,139.666666666667,4245.86666666667,4338.2,4046.13333333333,-64.9123564144816,-19.9841947713227,-18.2223060794341,479.166666666667,492.2,435.2,6.94932472912662,6.26823743597094,7.46014019899339
"CN_105864_AGL",2.73291635366224,0.414548041198324,2.01411998613534,-0.0172897758446795,0.000228021845194476,0.00207726442678168,49,46.6666666666667,54.6666666666667,53,47.6666666666667,59.3333333333333,NA,NA,NA,NA,126,130,123.333333333333,114,115,119,133.333333333333,137,4648.9,4795.8,4550.06666666667,-70.8448851149675,-24.3842112810588,-22.5622240718859,507.6,526.2,470.7,6.59994591847267,5.94132439030906,7.09391206459538
"CN_105865_AGL",3.59680833388688,-0.371308065897691,0.828210462683448,-0.0190166238086651,0.000275616625684726,0.00214618757334887,48,47,51,52.6666666666667,48.6666666666667,60.6666666666667,NA,NA,NA,NA,126,132.666666666667,130,120.666666666667,118.666666666667,126.666666666667,144.666666666667,143,3842.46666666667,3992.4,3719.2,-56.3717667018544,-16.6587900376683,-15.1014184037787,491.166666666667,512.4,460.166666666667,6.8444356718056,6.07390667674299,7.42233241810255
"CN_105866_AGL",3.97515699067537,0.0400226496147606,1.07648801008894,-0.018593610856514,0.000293172054016674,0.00208321039581493,51,49,55.6666666666667,54.3333333333333,43.3333333333333,60,NA,NA,NA,95,137,138,134,118.666666666667,119,123.666666666667,145,140.333333333333,3668.7,3447.2,3376.93333333333,-50.980563499604,-14.7411850421611,-13.3200329457908,514.366666666667,485.8,454.833333333333,6.71598492238666,5.8715995796321,7.34927392945258
"CN_105895_AGL",-5.44243122522614,0.97814633589249,0.781324876440488,-0.0177646589821386,0.000498972481159658,0.00198170754739302,44.3333333333333,42.6666666666667,47,46,42.3333333333333,51,58,66.6666666666667,69.6666666666667,67,99.6666666666667,100,101,93,97,97,116.333333333333,120,2052.73333333333,1876.26666666667,2066.63333333333,-28.3399046336672,-8.08486277601712,-7.29054740905045,512.9,491.333333333333,489.466666666667,5.0112293516751,3.50049438429991,6.14428057720648
"CN_106265_AGL",2.85567791280834,0.920708776105761,0.211752777023307,-0.0177828544003165,0.000365320725312842,0.00194445388596368,49.6666666666667,48.6666666666667,55.3333333333333,57,47,52.5,NA,77,93.6666666666667,86.6666666666667,121,125.666666666667,130,123.5,118.666666666667,127,136.666666666667,143.666666666667,3041.26666666667,2670.06666666667,2829.66666666667,-37.0163864974222,-9.87115730211,-8.80663851013698,570.5,508.133333333333,519.366666666667,6.19573397953543,5.06846407218521,7.04118641004809
"CN_108369_AGL",1.80209846240038,2.21771117792532,-0.09145081745091,-0.0167158761128132,0.000418944518643289,0.0018179154267016,50.6666666666667,49,53.6666666666667,54.5,47.6666666666667,60.6666666666667,NA,73,78,84,112.333333333333,122.333333333333,126,118.5,117,119,131,136.666666666667,2511.35,2397.06666666667,2385.26666666667,-29.9623499019221,-7.83204800370757,-6.964193027307,579.2,565.2,534.9,5.57696305405616,4.19424355295126,6.61400267988483
"CN_108370_AGL",4.6401272267422,3.31218064980532,-1.22596184461887,-0.0167100090480766,0.00047313661501811,0.00169975403734945,52,50.6666666666667,56,58,49.6666666666667,74,NA,71.3333333333333,83,84.3333333333333,123.666666666667,124.333333333333,130,134,121.333333333333,130.333333333333,140,148,2239.56666666667,2098.66666666667,2154.66666666667,-22.5221016827067,-4.2002358297535,-3.48173128650043,624.133333333333,602.066666666667,596.433333333333,5.46065135798471,3.79051578087766,6.713253040815
"Crimson_AGL",-0.617467354456935,2.74221049747243,-0.289075257022454,-0.0156804776087309,0.000507412144928306,0.00168744311872413,49,47,51.6666666666667,55.3333333333333,47,58.3333333333333,53,69,73.5,80.3333333333333,102.666666666667,114,119,112.333333333333,110,115,123,134.666666666667,2138.73333333333,2095.06666666667,2072.53333333333,-22.6391045574021,-5.6786120041365,-5.01349464910648,644.9,654.6,615.8,4.57147671987255,2.76728383432406,5.92462138403392
"DPL_62_AGL",-6.11807406173429,0.547422623597789,0.314708457500865,-0.0189954225605622,0.00055364317906423,0.00204474368817746,45,41,45,42.6666666666667,41.3333333333333,51,53,65.6666666666667,71,62.6666666666667,94,96.3333333333333,108,86,97,97,116.333333333333,122.333333333333,1768.6,1628.46666666667,1900.53333333333,-25.151489886737,-6.3159055175214,-5.57725515010119,473.3,463.9,490.266666666667,5.03888321496048,3.41429863079372,6.25732165308555
"Eston_AGL",0.907744825302846,-0.829542288608316,-1.07436454762568,-0.0217240167128442,0.000394776078535258,0.00227146086148513,44.6666666666667,45,49.6666666666667,49,44.3333333333333,56,84,83,76.6666666666667,84.3333333333333,111.333333333333,122.666666666667,128.333333333333,137,115.333333333333,126.333333333333,129.666666666667,142.666666666667,2645.1,2445.26666666667,2557.86666666667,-37.6074031946199,-8.26304566273484,-7.11228654383739,456.2,431.3,430.2,6.83526295482344,5.79247304310871,7.61735538860949
"Gudo_AGL",-2.27089517353557,-0.235401224587816,0.915495508558247,-0.0201991732278126,0.000266592644113004,0.00236413362144943,45,42.3333333333333,46.3333333333333,45.3333333333333,42.6666666666667,61,67,74,92,82.6666666666667,107,118,112.333333333333,98.6666666666667,109,108.666666666667,121,127.666666666667,3815.26666666667,3517.93333333333,3864.6,-67.0062676971359,-21.779657977622,-20.0060654396019,423.5,396.266666666667,392,6.77358867110929,6.09699583804542,7.28103329590719
"IG_1046_AGL",1.04371055306844,-1.70548123939121,-2.12200431337764,-0.0234543602733191,0.00046816438062412,0.00233776655445275,45.3333333333333,42.6666666666667,48,47.3333333333333,42.3333333333333,56.6666666666667,NA,76.5,65.6666666666667,87,124.666666666667,124.333333333333,134,130.666666666667,120.333333333333,127.333333333333,144.666666666667,142,2206.26666666667,2240.03333333333,2071.16666666667,-30.2963699084958,-4.82965368413305,-3.83095893023648,437.466666666667,455.9,401.6,6.88870300879562,5.68713466639871,7.7898792655933
"IG_1706_AGL",1.3154422625181,-2.81384579951342,-1.3147143125728,-0.0244837142828601,0.000401223915753453,0.00249501259035347,44.3333333333333,43.3333333333333,45,46,43,54.5,NA,NA,87.6666666666667,84,120.333333333333,130.333333333333,129.333333333333,125.666666666667,124.666666666667,130,147.333333333333,144.333333333333,2557.8,2359,2458.36666666667,-39.0953475252697,-7.38097629466292,-6.13727546209011,405.833333333333,384.233333333333,382.233333333333,7.28833949609636,6.32347723294455,8.01198619346022
"IG_1959_AGL",0.151031285365209,-1.52229663803692,-1.1542929294975,-0.0223324186479011,0.000414821287694001,0.00232617481884802,44.3333333333333,43.6666666666667,47.3333333333333,47.3333333333333,44,53,58.5,NA,75.5,85.3333333333333,122.333333333333,121.666666666667,126,118.666666666667,120.666666666667,124.666666666667,143,140.666666666667,2503.4,2445.33333333333,2450.96666666667,-36.4470107587747,-7.84796840471839,-6.72643733201031,441.733333333333,442.333333333333,420.633333333333,6.80074614466836,5.73078024786762,7.60322056726891
"IG_4258_AGL",-4.5224820473208,-0.36869714221922,0.936683770771441,-0.0199293586501487,0.0004077373844909,0.00224393532904485,43.6666666666667,41.3333333333333,45,44.3333333333333,42.6666666666667,51.3333333333333,63.6666666666667,74,83.3333333333333,71,98.3333333333333,106,108,96.3333333333333,95.3333333333333,103,120.666666666667,126.666666666667,2496.26666666667,2253.7,2620.56666666667,-39.7265513627066,-11.6592938253145,-10.5586170591423,447.6,418.5,442.2,6.02864152925469,4.93840319872903,6.84632027714893
"IG_4781_AGL",5.00933387132061,0.351042543733128,0.554196308490891,-0.0182651124776497,0.000357959038976618,0.00196534181219934,49.5,49.6666666666667,55,54.6666666666667,48.3333333333333,62.6666666666667,NA,NA,NA,90,144,141.666666666667,130.666666666667,126.666666666667,122.5,131.666666666667,147.666666666667,145,2932.53333333333,2753.2,2787.73333333333,-37.3698922005248,-9.36880226891575,-8.27072031081344,533.333333333333,505,496.766666666667,6.43407446339631,5.34125985958129,7.25368541625757
"IG_858_AGL",0.394525827065199,-0.990127231461264,-1.87791153320556,-0.0224693060687009,0.000426322306123265,0.00230539760325804,45,44.6666666666667,48.3333333333333,48,43.3333333333333,54.3333333333333,74.5,62,79.5,82.6666666666667,121.333333333333,125,130,122,119,124.666666666667,141.333333333333,144.333333333333,2436.5,2263.16666666667,2395.73333333333,-34.3580317833954,-6.77906721188996,-5.69753918947799,446.1,426.766666666667,431.233333333333,6.84309111810933,5.73354982548169,7.67524708758006
"ILL_10657_AGL",-5.97800661547948,0.217385356862993,0.634190288763543,-0.0193892228290189,0.000496294220651698,0.00213316558462028,43.3333333333333,41.3333333333333,43.3333333333333,44.3333333333333,42,50.3333333333333,53,59.6666666666667,76.6666666666667,67,100,107.666666666667,101,92,97,99,114,119.333333333333,2061,1885.66666666667,2062.3,-30.1328173109292,-8.21206137853549,-7.35242389099064,474.4,454.6,444.4,5.43671042154548,4.04077316033177,6.48366336745577
"ILL_10748_AGL",-6.16639215959081,3.29837193635949,0.359265409006985,-0.014193247271595,0.000680954357120068,0.00150394251907385,46,46,48.3333333333333,48,44.3333333333333,53,53,54.3333333333333,56.5,61,88,96.6666666666667,101,85.3333333333333,97,95.3333333333333,108,113,1474,1403.06666666667,1454.36666666667,-14.7149763867759,-3.4512158027105,-3.0094997013746,667.3,687,650.6,2.32872188956176,-0.38795517149803,4.36622968535661
"ILL_11547_AGL",-6.22389693315678,0.971378897980003,0.287928557233419,-0.0180054100835757,0.000604448050671315,0.00191516458689568,44.5,42.3333333333333,44.3333333333333,43.3333333333333,42.6666666666667,51,54.6666666666667,55.3333333333333,66.6666666666667,64.3333333333333,98,104.5,101,84.3333333333333,97,97,116,120,1620.93333333333,1596.26666666667,1719.66666666667,-21.2238913686575,-5.06478657492023,-4.43109619085211,507.233333333333,532.966666666667,523.166666666667,4.44639366574707,2.55272440680027,5.86664560995717
"ILL_11548_AGL",-6.5252901748404,1.0294407857126,-0.51713245747087,-0.019345883162624,0.000689471591605811,0.00192053705144021,43,39.6666666666667,46.3333333333333,44.3333333333333,41.6666666666667,52.5,56,52,61,64.3333333333333,87.5,102,101,92,97,99,114,121.666666666667,1456.03333333333,1434.93333333333,1452.9,-16.7878756811506,-2.58172261901691,-2.02461857736461,519.766666666667,550.633333333333,511.4,4.43687309652409,2.28287687628316,6.05237026170478
"ILL_11553_AGL",-5.60516311617173,0.768257486718703,0.440173120480557,-0.018222882904492,0.000467160271417891,0.00205614012261496,44.6666666666667,42.3333333333333,45.3333333333333,45.6666666666667,42.6666666666667,48.5,52.5,60,73,67.6666666666667,99.3333333333333,100,108,86.6666666666667,95.3333333333333,103,114,124.666666666667,2201.73333333333,1987.7,2316.8,-31.8541065669887,-9.40717503852417,-8.5269032138785,495.766666666667,466.833333333333,497.366666666667,5.29558590072323,3.93237062289353,6.3179973590955
"ILL_11555_AGL",-6.47196211356711,1.08268697982981,-0.0646985499019491,-0.0180861680717831,0.000634162671737381,0.00188933660667008,43.6666666666667,42,44.3333333333333,44,42.6666666666667,51.6666666666667,49,58.6666666666667,67.3333333333333,61,92.3333333333333,95.3333333333333,101,86,97,96,116.333333333333,124.666666666667,1565.3,1451.5,1703.13333333333,-19.4463531917126,-4.25211814217988,-3.65626578729624,521.733333333333,521,560.966666666667,4.30299931563538,2.28907759465074,5.81344060637386
"ILL_11557_AGL",-6.66412615807566,1.34851989692361,-0.331814788146615,-0.0181523509957751,0.000683847825529876,0.00183651777597529,44,41,45.3333333333333,45,42.3333333333333,51,54,53.6666666666667,61.3333333333333,61,89.6666666666667,95.6666666666667,101,86.6666666666667,97,97,113.666666666667,123.333333333333,1473.4,1374.16666666667,1531.33333333333,-16.6931658934234,-2.9967844649724,-2.45967146777825,546.133333333333,551.1,564.433333333333,4.03804429881861,1.80387754756007,5.7136693622625
"ILL_11558_AGL",-6.85193712927304,1.27558510507316,-0.309283717310349,-0.0189643761007361,0.000651109520184028,0.00194150051586243,44,40,44,43.3333333333333,42,55.5,58,56,61.6666666666667,58.6666666666667,86.6666666666667,96.3333333333333,101,85.3333333333333,97,95,112,121.333333333333,1517.23333333333,1359.73333333333,1579.43333333333,-18.8812816024781,-3.67392811746098,-3.07756131412697,504.733333333333,488.666666666667,514.433333333333,4.50268056197946,2.49049612567052,6.01181888921117
"ILL_1220_AGL",0.70438677835998,-1.24718311770214,-1.55846081212698,-0.0228503246804326,0.000449677066690225,0.00231023665179214,46,42.6666666666667,48,47,43,58.6666666666667,NA,73.5,76.6666666666667,80.6666666666667,123.666666666667,122.333333333333,128.666666666667,121,118.666666666667,124,144.666666666667,142,2267.56666666667,2108,2190,-31.8995262956172,-5.69804128135814,-4.67053206511269,436.833333333333,420.7,412.966666666667,6.83496849603994,5.66709575969132,7.7108730483014
"ILL_1553_AGL",-1.34072312204264,-0.887073113054085,-1.52263382752869,-0.0229956760225313,0.000502638408834135,0.00229802943810192,44.6666666666667,41.3333333333333,45.6666666666667,46.6666666666667,43,56.5,62,71.3333333333333,79.6666666666667,80,103.5,114.666666666667,126.666666666667,114.666666666667,115.666666666667,120.666666666667,134.333333333333,138,2058.93333333333,1993.53333333333,1951.1,-27.8581932554428,-4.54133181323011,-3.62694509000608,446.133333333333,449.833333333333,412.066666666667,6.57269778767973,5.26034277472752,7.55696404739389
"ILL_1762_AGL",3.2942956656055,-1.63274029211072,0.367438750233493,-0.0208806832407695,0.000285079080938885,0.00229584379164775,45,46.6666666666667,49,51.6666666666667,46.6666666666667,58,NA,NA,NA,NA,132,132,130,123,126,130,141.333333333333,144.333333333333,3774.76666666667,3855.4,3566,-56.4138264785799,-15.341702565308,-13.7310310392974,465.633333333333,478.4,427.033333333333,7.14549558193374,6.40046471709181,7.70426873056519
"ILL_1983_AGL",-3.05078856119676,0.0217536364693801,0.844994826343628,-0.0195407203835578,0.000365323058952336,0.00221242349150236,44.3333333333333,43,47.6666666666667,47,44,52,68,81,82.6666666666667,72.3333333333333,99.6666666666667,107,108.666666666667,97.6666666666667,109,109,120.666666666667,127.666666666667,2849.06666666667,2408.1,2821.1,-44.0139143577249,-13.1279367820959,-11.9167219752085,465.4,404.1,430.4,6.23983085111416,5.2490899906356,6.98288649647307
"ILL_213_AGL",0.433343096157756,-2.84297842101246,0.582843763899993,-0.0232723908603942,0.000325047840567313,0.00251682851980085,44,41.3333333333333,46.3333333333333,45,43,54.3333333333333,NA,NA,92,87.3333333333333,125.5,147.5,126.333333333333,113,114,119,133.666666666667,138.666666666667,3145.73333333333,3020.76666666667,3141.5,-53.064645125146,-13.5756104384928,-12.0270208429378,399.8,390.9,381.8,7.21906145791969,6.44416279952472,7.80023545171592
"ILL_2194_AGL",0.31094471382633,-1.93745712240346,1.23629904414777,-0.0217666196432822,0.000226612471930388,0.00249286591261345,44,41,49.3333333333333,48.3333333333333,43,56.5,NA,82,103.333333333333,94.5,125,125.333333333333,121,112.666666666667,112.666666666667,117,129.333333333333,137.666666666667,4753.76666666667,4402.9,4602.9,-81.0569753435146,-24.9540784198447,-22.7539648149949,426.6,398.15,388.5,7.30436552637743,6.75893914596017,7.71343531169038
"ILL_2507_AGL",-5.11000347591016,0.429426706747912,0.884444888082819,-0.0185995648755108,0.000454564381425879,0.00209596373388194,44,41.6666666666667,46.6666666666667,44.3333333333333,42.6666666666667,51.5,56,70.5,79.6666666666667,68.6666666666667,95.3333333333333,101.666666666667,108,92,95.3333333333333,103.333333333333,113.666666666667,124,2206.06666666667,2048.06666666667,2348.6,-33.3186053700031,-9.80287145071251,-8.88068580681876,472.933333333333,457.666666666667,477.4,5.46903741788224,4.16778098654892,6.44497974138223
"ILL_2580_AGL",-2.75456961490989,-1.11855379913612,0.822440071238414,-0.0217887177895292,0.0003531784290291,0.00241415670957185,46.3333333333333,39.6666666666667,45.3333333333333,43.3333333333333,43,52,NA,78,85,72,106.666666666667,115.666666666667,114,98.3333333333333,109,111.666666666667,120.666666666667,127.666666666667,2824.43333333333,2422.8,2848.7,-48.3585741109074,-13.4974438525756,-12.1303407051901,406.066666666667,358.2,378.3,6.72856753224324,5.85079909004861,7.38689386388922
"ILL_28_AGL",-0.0991340683628849,-0.983261623401378,0.986724003902242,-0.0206234969081093,0.000249843193812161,0.00237506100944116,45,44,49.6666666666667,47,43.6666666666667,55.6666666666667,NA,66,NA,89.3333333333333,124,128,119,112,111,118.333333333333,127.666666666667,132.333333333333,4120.56666666667,3866.6,4042.2,-70.5041633318889,-22.0225098462364,-20.1212685330735,427.4,405.433333333333,387.933333333333,7.03180200376748,6.40063541187194,7.50517694768914
"ILL_3025_AGL",-4.64061737011487,-0.200710487141306,0.815160105516425,-0.0201217862173026,0.000383589760948331,0.00228125882020459,44,40,46,44.6666666666667,43,51,74,74,75,70,96.6666666666667,102.666666666667,108,91.3333333333333,95.3333333333333,105,119.333333333333,126.666666666667,2677.86666666667,2314.8,2775.93333333333,-43.2922942127962,-12.9619226348892,-11.7724962985006,444.133333333333,395.7,430.566666666667,6.18054683034577,5.17165711327124,6.93721411815167
"ILL_313_AGL",1.10898801238418,-2.09600137632158,0.827350420807328,-0.021913682647779,0.000293963191091365,0.0024162703585228,45.3333333333333,44.6666666666667,48.3333333333333,47,43,54,NA,NA,103,94.3333333333333,124.5,127.333333333333,126,118,117,123.666666666667,134,138,3510.36666666667,3528.56666666667,3428,-57.7904671036111,-15.8703247119188,-14.2263975593034,421.266666666667,428.933333333333,391.266666666667,7.15915770212903,6.42919834955621,7.70662721655864
"ILL_3347_AGL",-4.63191939557234,0.342689238014881,0.666390544177616,-0.0191831105498512,0.000437812758421594,0.00214483940254739,45.3333333333333,42,45,44.6666666666667,43,52.3333333333333,56.5,71.5,81,69.6666666666667,95.3333333333333,102,108,93,97,103,121,127,2300.63333333333,2099.03333333333,2441.06666666667,-35.0579181074974,-10.0730798574018,-9.09328227896671,464.3,440.166666666667,468.366666666667,5.73910113177352,4.51435836203064,6.65765820908069
"ILL_358_AGL",-1.28577659867069,-1.18558174534888,0.620481882662782,-0.0213612757928372,0.000311160193034609,0.00238784373764569,44.3333333333333,43.3333333333333,47,46.3333333333333,43,54,75,76.5,93,81.6666666666667,116.333333333333,119.666666666667,119,104.666666666667,110,113,128,136,3324.53333333333,2971.23333333333,3366.33333333333,-54.9010084376646,-15.7636016144257,-14.2288013468478,427.3,389.166666666667,410.766666666667,6.89997444239736,6.11811374993496,7.48636996174415
"ILL_3597_AGL",-3.56421147589678,-1.05122459717541,0.948066695673685,-0.0215834524455359,0.000335144554487024,0.00243194147592646,44,39,46.3333333333333,44.6666666666667,42.3333333333333,51.6666666666667,76,82,81.3333333333333,75,102,108.333333333333,112,98.3333333333333,99.6666666666667,110.666666666667,120.666666666667,127.666666666667,3095.4,2674.96666666667,3085.8,-52.4275423295306,-15.4199246876179,-13.9686455644056,419.933333333333,371.9,385.5,6.71137981799985,5.88452302607969,7.33152241193998
